序号,可溶性固形物（SSC）,酸碱性（PH）,果皮硬度（N）,色差,maturity_label,maturity_name
1311,14.7,3.4,467.349,4.87764599961324,3,过成熟
1312,15.4,3.36,454.811,3.84261473478596,3,过成熟
1313,14.5,3.36,434.967,7.88107815324151,2,成熟
1314,14.7,3.23,469.502,7.75825326368806,2,成熟
1315,15.7,3.33,434.351,5.28815361987904,3,过成熟
1316,15.3,3.22,518.576,5.80635171624472,2,成熟
1317,15.2,3.49,439.966,3.50889196647625,3,过成熟
1318,14.5,3.18,400.585,9.10392107131573,2,成熟
1319,14.7,3.24,399.2,7.14302888480719,2,成熟
1320,14.7,3.25,452.273,6.15586639752106,2,成熟
1321,14.9,3.35,693.639,7.42494714067169,2,成熟
1322,14.2,3.33,618.337,8.02232060408363,2,成熟
1323,15.7,3.35,465.041,4.54555073833412,3,过成熟
1324,16.6,3.5,492.731,4.35587439813427,3,过成熟
1325,15.6,3.34,469.425,5.58162615607102,3,过成熟
1326,15.4,3.32,473.348,5.40006477657382,3,过成熟
1327,15.3,3.33,584.724,6.61950017936394,2,成熟
1328,16.1,3.36,657.488,3.95480608942878,2,成熟
1329,15.1,3.39,528.575,7.14215697978089,2,成熟
1330,15.9,3.33,528.652,4.78082167899098,3,过成熟
1331,15.1,3.27,489.193,7.04224396513151,2,成熟
1332,15.2,3.32,407.276,5.59456887747224,3,过成熟
1333,15.0,3.3,485.194,6.47887149777255,2,成熟
1334,15.4,3.28,454.734,5.42809346328698,3,过成熟
1335,15.1,3.26,417.353,5.59602127484115,3,过成熟
1336,16.4,3.48,473.579,3.16646716915529,3,过成熟
1337,14.7,3.43,496.423,7.14947714730797,2,成熟
1338,16.7,3.38,512.422,4.36990717402122,3,过成熟
1339,14.7,3.28,475.81,7.54999936062684,2,成熟
1340,14.7,3.29,523.96,7.74915132615279,2,成熟
1341,14.7,3.2,452.658,7.24042614011225,2,成熟
1342,15.4,3.31,486.655,6.10661374593909,2,成熟
1343,14.9,3.29,572.187,6.809241648976,2,成熟
1344,15.5,3.53,393.124,4.25069132515551,3,过成熟
1345,17.1,3.37,415.507,3.32783120898245,3,过成熟
1346,15.1,3.37,472.81,6.85056403546384,2,成熟
1347,14.7,3.4,502.423,5.83097495429513,2,成熟
1348,15.9,3.22,423.198,6.72298338773721,2,成熟
1349,15.3,3.26,460.657,5.73774057750046,3,过成熟
1350,16.7,3.52,544.42,3.46815241613797,3,过成熟
1351,15.2,3.45,454.504,7.16778852625555,2,成熟
1352,15.9,3.34,579.955,6.02248145486923,2,成熟
1353,14.4,3.3,501.885,8.83897822085811,2,成熟
1354,15.2,3.39,468.118,4.3774503381795,3,过成熟
1355,15.6,3.49,372.433,6.12749662278455,3,过成熟
1356,15.1,3.37,402.2,7.64905689817253,2,成熟
1357,17.9,3.31,453.504,3.23422679331465,3,过成熟
1358,15.0,3.27,541.881,8.6733919257673,2,成熟
1359,15.9,3.45,479.194,5.36997506449842,3,过成熟
1360,16.3,3.31,451.119,4.49624157999729,3,过成熟
1361,16.3,3.52,458.272,4.28718546463331,3,过成熟
1362,14.9,3.29,474.502,6.65602163171632,2,成熟
1363,15.0,3.32,430.428,7.74232978845234,2,成熟
1364,14.6,3.29,517.345,7.64297265753214,2,成熟
1365,14.3,3.23,555.419,9.52006150856179,2,成熟
1366,16.7,3.33,510.884,3.74556510799432,3,过成熟
1367,14.7,3.26,530.652,7.45544712462377,2,成熟
1368,14.3,3.27,512.422,8.77814021059311,2,成熟
1369,14.0,3.22,466.272,9.08103943304879,2,成熟
1370,15.8,3.36,473.502,5.76976351863315,3,过成熟
1371,15.7,3.31,471.656,5.48199705654676,3,过成熟
1372,16.1,3.31,519.345,4.20982783859028,3,过成熟
1373,16.2,3.51,521.114,4.79818302924617,3,过成熟
1374,15.5,3.32,530.113,6.01967812032465,2,成熟
1375,16.4,3.49,416.122,3.2922539278605,3,过成熟
1376,14.9,3.31,420.122,7.7053088605773,2,成熟
1377,16.7,3.57,414.276,3.28304315794138,3,过成熟
1378,15.5,3.34,468.349,5.43998632691082,3,过成熟
1379,16.1,3.32,480.04,3.91483636221885,3,过成熟
1380,15.5,3.26,471.041,6.41061486182598,2,成熟
1381,17.6,3.55,465.349,4.10341357791571,3,过成熟
1382,17.9,3.49,436.736,3.22259031579931,3,过成熟
1383,17.6,3.5,497.423,3.7422081026413,3,过成熟
1384,17.9,3.53,409.815,2.82666052191387,3,过成熟
1385,17.4,3.51,449.965,3.18250787036788,3,过成熟
1386,17.3,3.5,522.729,2.52055006368186,3,过成熟
1387,17.8,3.47,470.272,2.63909790109941,3,过成熟
1388,16.1,3.33,477.963,4.05673100008804,3,过成熟
1389,15.9,3.35,505.653,5.12240419760587,3,过成熟
1390,15.6,3.26,444.735,7.15730293124142,2,成熟
1391,16.3,3.35,455.35,3.80187687518125,3,过成熟
1392,16.5,3.47,504.884,3.42003506387893,3,过成熟
1393,16.3,3.52,423.198,3.32228404592418,3,过成熟
1394,17.0,3.43,502.654,3.58050200865578,3,过成熟
1395,16.0,3.31,534.882,4.87525632313213,3,过成熟
1396,15.0,3.3,377.74,6.2158627929828,3,过成熟
1397,15.4,3.27,413.276,6.11042523827822,3,过成熟
1398,16.6,3.53,425.813,2.99767193127156,3,过成熟
1399,15.0,3.32,458.272,6.70399963576494,2,成熟
1400,18.0,3.36,562.188,2.87214582555429,3,过成熟
1401,16.3,3.48,458.734,4.68308601353977,3,过成熟
1402,16.0,3.46,344.743,2.00353586769544,3,过成熟
1403,16.8,3.49,432.274,4.86413527982914,3,过成熟
1404,17.4,3.38,450.504,3.83459909715368,3,过成熟
1405,17.5,3.43,517.037,2.15432177919639,3,过成熟
1406,17.8,3.49,463.964,3.13701444319169,3,过成熟
1407,16.9,3.48,449.658,4.40576084014575,3,过成熟
1408,15.6,3.43,375.663,4.96082254208309,3,过成熟
1409,16.0,3.39,367.895,3.10920328014402,3,过成熟
1410,15.9,3.45,458.503,5.19052163272266,3,过成熟
1411,16.1,3.51,407.892,5.94169280434778,3,过成熟
1412,17.1,3.43,487.655,4.85533332528143,3,过成熟
1413,16.9,3.51,461.811,4.11559285826892,3,过成熟
1414,16.9,3.51,474.964,4.03114740164451,3,过成熟
1415,15.8,3.26,385.74,5.21317371531492,3,过成熟
1416,15.8,3.3,445.504,5.01754060832396,3,过成熟
1417,16.6,3.59,413.814,2.90262377025745,3,过成熟
1418,15.3,3.38,471.271,6.05011726345181,3,过成熟
1419,15.7,3.43,513.653,5.96113084189418,2,成熟
1420,16.4,3.58,510.115,5.28410785151536,3,过成熟
1421,16.7,3.46,543.804,3.92063874357398,3,过成熟
1422,15.2,3.33,499.654,6.26146709178176,2,成熟
1423,14.9,3.3,442.889,6.90653478148713,2,成熟
1424,15.2,3.42,432.351,6.23138655266782,3,过成熟
1425,17.1,3.28,529.421,4.90767214563945,3,过成熟
1426,16.8,3.45,379.279,2.25556639874373,3,过成熟
1427,15.7,3.47,382.74,4.12731919703931,3,过成熟
1428,16.2,3.32,504.884,3.71575961771714,3,过成熟
1429,15.7,3.22,492.424,4.80409902037647,3,过成熟
1430,15.4,3.42,355.973,4.28452515489358,3,过成熟
1431,16.2,3.45,268.979,3.40634005989622,3,过成熟
1432,16.0,3.54,434.044,4.50858894256402,3,过成熟
1433,16.5,3.5,500.346,4.08218723890759,3,过成熟
1434,17.0,3.41,522.498,3.36293674807057,3,过成熟
1435,16.8,3.5,427.659,4.53746859039364,3,过成熟
1436,17.8,3.42,451.273,2.64841395339089,3,过成熟
1437,15.5,3.28,494.424,5.08738065287905,3,过成熟
1438,18.0,3.37,596.262,2.44583332137335,3,过成熟
1439,15.4,3.29,423.352,5.02942883116192,3,过成熟
1440,15.4,3.28,507.576,4.53741736428814,3,过成熟
1441,18.8,3.5,527.806,3.29567174973633,3,过成熟
1442,15.4,3.33,501.423,7.01952921284679,2,成熟
1443,17.2,3.46,476.194,4.30059617630653,3,过成熟
1444,17.6,3.55,497.808,3.20435126561689,3,过成熟
1445,16.9,3.54,453.427,5.68289904497772,3,过成熟
1446,16.6,3.4,475.963,5.12867730489329,3,过成熟
1447,17.5,3.48,379.355,4.27524784270509,3,过成熟
1448,16.2,3.63,386.124,4.72040347199009,3,过成熟
1449,15.4,3.27,449.427,5.61971856535834,3,过成熟
1450,17.7,3.34,449.042,3.61675486622385,3,过成熟
1451,16.0,3.52,409.276,4.73561042696453,3,过成熟
1452,17.2,3.41,567.803,3.75776655600303,3,过成熟
1453,16.9,3.43,500.192,4.16823066459038,3,过成熟
1454,16.8,3.46,386.432,2.93428829219287,3,过成熟
1455,15.2,3.32,533.882,5.50249325521303,2,成熟
1456,17.1,3.34,538.189,3.94428198597053,3,过成熟
1457,16.5,3.4,503.5,4.19810294637495,3,过成熟
1458,15.8,3.28,452.734,4.84299689893565,3,过成熟
1459,15.6,3.47,407.046,4.45386850825516,3,过成熟
1460,15.6,3.33,503.577,5.73009060957467,2,成熟
1461,16.2,3.37,357.896,4.6150368515823,3,过成熟
1462,14.8,3.28,400.969,7.34298888883234,2,成熟
1463,15.6,3.21,435.505,6.44500402566919,2,成熟
1464,14.9,3.26,492.501,9.01089783474077,2,成熟
1465,16.9,3.46,434.736,4.42538604973651,3,过成熟
1466,14.5,3.2,455.58,7.00905262110868,2,成熟
1467,17.8,3.41,482.963,2.7244666227948,3,过成熟
1468,14.2,3.26,551.496,9.43668470357843,2,成熟
1469,15.8,3.48,379.509,3.78901951643863,3,过成熟
1470,16.9,3.54,432.121,3.76874107235934,3,过成熟
1471,15.8,3.51,560.188,4.94371049789575,3,过成熟
1472,15.0,3.42,576.033,5.44117339892354,2,成熟
1473,15.1,3.37,601.031,7.55337597414432,2,成熟
1474,16.0,3.44,587.109,4.80140864644276,3,过成熟
1475,16.0,3.45,554.342,5.66910200171581,2,成熟
1476,15.7,3.41,385.817,6.19273055609143,3,过成熟
1477,16.2,3.42,514.499,4.4967175057349,3,过成熟
1478,15.6,3.42,549.496,6.32025941221477,2,成熟
1479,14.5,3.36,465.733,5.75224845436179,2,成熟
1480,14.5,3.34,586.109,7.43809794274435,2,成熟
1481,15.3,3.39,513.191,3.7577031002483,3,过成熟
1482,17.4,3.53,465.195,2.81502161774632,3,过成熟
1483,16.3,3.44,496.193,3.32300950652049,3,过成熟
1484,15.5,3.23,588.878,6.35851146497831,2,成熟
1485,15.7,3.47,485.117,3.63608048960045,3,过成熟
1486,16.4,3.49,511.73,3.62301021898907,3,过成熟
1487,16.5,3.47,580.263,2.82594214320573,3,过成熟
1488,16.0,3.47,513.73,5.10718765763953,3,过成熟
1489,15.4,3.36,521.729,6.24794287487758,2,成熟
1490,15.7,3.43,501.115,5.55969273557918,3,过成熟
1491,16.2,3.33,544.189,5.70232647052514,2,成熟
1492,16.0,3.49,427.429,2.3253373809458,3,过成熟
1493,15.4,3.38,567.033,5.09717869453218,2,成熟
1494,17.1,3.55,382.586,3.00074178256547,3,过成熟
1495,15.4,3.44,505.192,3.48496822621131,3,过成熟
1496,15.3,3.39,456.888,4.85506195455856,3,过成熟
1497,15.5,3.42,589.109,5.25782819650185,2,成熟
1498,16.4,3.48,563.034,4.81396814779123,3,过成熟
1499,15.9,3.44,514.96,6.24958173187594,2,成熟
1500,16.3,3.45,457.273,4.06661377693605,3,过成熟
1501,17.3,3.6,436.966,4.30947240430402,3,过成熟
1502,15.8,3.47,532.267,5.50468221297241,3,过成熟
1503,17.2,3.57,483.963,3.29383663958907,3,过成熟
1504,16.6,3.52,449.658,3.50245578163592,3,过成熟
1505,16.0,3.38,509.653,5.31943439795463,3,过成熟
1506,16.9,3.47,474.117,3.03579969628743,3,过成熟
1507,16.5,3.34,479.425,5.20147372259946,3,过成熟
1508,16.8,3.37,433.274,3.23723780458619,3,过成熟
1509,16.5,3.5,463.041,3.12115999909481,3,过成熟
1510,15.2,3.4,465.195,4.70250930483942,3,过成熟
1511,16.2,3.44,465.272,3.86912092203223,3,过成熟
1512,17.0,3.43,458.119,4.12029401891198,3,过成熟
1513,14.5,3.43,549.266,5.98580155410618,2,成熟
1514,16.6,3.39,509.422,4.79767342370366,3,过成熟
1515,17.4,3.46,436.736,3.93159132693423,3,过成熟
1516,17.2,3.4,493.039,4.57647273349137,3,过成熟
1517,16.9,3.56,442.197,3.5642433085349,3,过成熟
1518,16.8,3.57,536.267,3.4656908044979,3,过成熟
1519,17.0,3.58,452.734,3.37171670254043,3,过成熟
1520,16.6,3.5,568.341,4.36043939642436,3,过成熟
1521,17.0,3.54,478.502,3.7939499536725,3,过成熟
1522,17.3,3.51,425.352,3.11227016493266,3,过成熟
1523,17.2,3.58,405.815,1.99124624978519,3,过成熟
1524,18.4,3.64,449.273,1.88557898903547,3,过成熟
1525,17.1,3.53,440.966,1.93722494045561,3,过成熟
1526,17.0,3.6,466.58,2.46955857228426,3,过成熟
1527,16.7,3.51,493.116,3.48193289149218,3,过成熟
1528,16.8,3.51,337.359,2.53535353329474,3,过成熟
1529,16.1,3.46,439.197,3.60344581837854,3,过成熟
1530,16.9,3.52,533.882,3.5832096847258,3,过成熟
1531,16.2,3.52,474.579,4.60948964414989,3,过成熟
1532,16.7,3.53,431.044,4.10969005581161,3,过成熟
1533,16.7,3.49,489.732,3.97434090795092,3,过成熟
1534,15.7,3.43,453.042,6.83389619517927,2,成熟
1535,16.1,3.43,280.594,5.65166638100783,3,过成熟
1536,17.1,3.49,486.809,3.5910448608375,3,过成熟
1537,17.0,3.49,512.268,2.74388395338492,3,过成熟
1538,17.0,3.5,496.654,2.11280849515441,3,过成熟
1539,17.4,3.57,429.659,2.16696001210386,3,过成熟
1540,16.9,3.54,440.12,2.20265703692754,3,过成熟
1541,17.0,3.49,457.965,1.99664050128806,3,过成熟
1542,17.1,3.48,519.499,2.43954767684339,3,过成熟
1543,17.2,3.49,423.275,2.88614836172039,3,过成熟
1544,16.4,3.36,528.19,4.39842975016294,3,过成熟
1545,17.0,3.47,442.043,2.73527769580473,3,过成熟
1546,17.3,3.52,459.349,2.96495941071933,3,过成熟
1547,17.5,3.5,466.118,2.5674479483036,3,过成熟
1548,16.4,3.47,570.956,3.60662426172145,3,过成熟
1549,17.2,3.48,318.822,2.3834866053995,3,过成熟
1550,17.3,3.52,499.269,3.14589474119866,3,过成熟
1551,17.6,3.45,510.422,2.91923734635963,3,过成熟
1552,16.9,3.52,463.272,3.43685183041287,3,过成熟
1553,17.2,3.53,493.808,3.68339666882643,3,过成熟
1554,17.6,3.44,464.195,3.43946908354625,3,过成熟
1555,15.8,3.43,405.507,3.56480228053429,3,过成熟
1556,17.2,3.43,451.735,3.48409373862204,3,过成熟
1557,16.7,3.39,462.272,4.51674531321857,3,过成熟
1558,17.5,3.51,476.271,3.24098585299227,3,过成熟
1559,17.3,3.43,477.886,2.52019817664864,3,过成熟
1560,18.0,3.55,386.74,1.75098530458542,3,过成熟
1561,17.5,3.61,421.583,3.44471682339708,3,过成熟
1562,17.9,3.63,365.895,2.79935626005144,3,过成熟
1563,17.1,3.52,433.197,3.77092748917278,3,过成熟
1564,18.1,3.54,408.276,2.32675260261905,3,过成熟
1565,16.6,3.54,377.202,2.74272192810582,3,过成熟
1566,16.7,3.6,434.967,3.03148783092104,3,过成熟
1567,16.3,3.53,444.889,2.50234537855925,3,过成熟
1568,16.5,3.53,460.349,2.5006241680373,3,过成熟
1569,17.1,3.57,410.738,2.04228514493242,3,过成熟
1570,17.0,3.57,541.651,2.66242963975724,3,过成熟
1571,16.9,3.55,531.882,2.93784171961482,3,过成熟
1572,19.0,3.64,448.889,1.36819711427577,3,过成熟
1573,18.5,3.69,434.044,1.33275530449368,3,过成熟
1574,17.1,3.62,460.58,2.18751828016149,3,过成熟
1575,16.4,3.55,430.967,3.71867730070543,3,过成熟
1576,17.4,3.57,459.195,2.12291489000149,3,过成熟
1577,17.9,3.56,370.587,1.35423308287148,3,过成熟
1578,17.2,3.53,407.43,3.40903568299548,3,过成熟
1579,17.3,3.54,448.889,2.19075139265215,3,过成熟
1580,17.3,3.5,449.196,1.85924861530317,3,过成熟
1581,17.6,3.5,480.425,1.52344367554375,3,过成熟
1582,17.1,3.47,464.734,1.77832883891332,3,过成熟
1583,16.4,3.39,537.651,2.80650337685644,3,过成熟
1584,17.4,3.51,369.279,1.46833858976034,3,过成熟
1585,18.6,3.57,423.121,1.57272660672688,3,过成熟
1586,18.2,3.61,420.122,1.20067158817679,3,过成熟
1587,18.2,3.63,456.426,1.69355878633442,3,过成熟
1588,17.4,3.55,409.892,1.34363636260827,3,过成熟
1589,17.9,3.62,490.347,1.45679023232414,3,过成熟
1590,18.2,3.56,357.973,1.30056698851374,3,过成熟
1591,17.1,3.62,448.658,4.39961154171829,3,过成熟
1592,17.8,3.6,410.584,4.28560733182483,3,过成熟
1593,15.4,3.48,441.505,5.35141984069291,3,过成熟
1594,18.5,3.63,396.893,3.37326418183651,3,过成熟
1595,18.1,3.66,425.429,2.41303433343716,3,过成熟
1596,19.3,3.66,437.428,2.56437432698868,3,过成熟
1597,17.7,3.63,381.048,2.11955017514391,3,过成熟
1598,17.8,3.65,443.043,2.47914922742322,3,过成熟
1599,18.2,3.63,429.813,2.84874042745947,3,过成熟
1600,18.9,3.6,442.428,3.48817086886116,3,过成熟
1601,17.8,3.63,439.889,2.02970654623859,3,过成熟
1602,17.5,3.7,440.889,2.29193825557847,3,过成熟
1603,18.0,3.67,402.2,2.31864797930963,3,过成熟
1604,18.0,3.69,471.887,2.73029967988641,3,过成熟
1605,18.7,3.7,454.196,2.72368778208513,3,过成熟
1606,18.4,3.67,447.196,1.97344139253601,3,过成熟
1607,18.5,3.68,474.041,3.64934233195525,3,过成熟
1608,18.2,3.7,389.201,4.05764201512695,3,过成熟
1609,18.1,3.69,442.12,2.58529054634553,3,过成熟
1610,18.1,3.66,393.662,3.16118397399683,3,过成熟
1611,17.9,3.64,311.207,2.52517956973338,3,过成熟
1612,18.3,3.72,395.277,2.1683030815651,3,过成熟
1613,18.5,3.62,431.659,1.35164394580118,3,过成熟
1614,18.1,3.64,393.739,2.5646631614019,3,过成熟
1615,18.8,3.73,379.74,3.28063526904031,3,过成熟
1616,17.8,3.57,513.268,3.01563966308794,3,过成熟
1617,17.7,3.6,465.887,1.61968736212065,3,过成熟
1618,18.7,3.66,423.891,1.92572154495172,3,过成熟
1619,18.6,3.61,434.351,1.18677378180419,3,过成熟
1620,17.9,3.63,457.273,2.39634274077691,3,过成熟
1621,18.4,3.75,466.887,2.56788521672591,3,过成熟
1622,16.8,3.54,451.196,3.47354405123702,3,过成熟
1623,17.9,3.62,518.883,3.07954212307181,3,过成熟
1624,18.2,3.68,497.5,3.2281520922761,3,过成熟
1625,18.2,3.65,533.959,2.73078087666713,3,过成熟
1626,18.0,3.55,564.495,2.84686363639658,3,过成熟
1627,18.7,3.65,432.89,2.81186680578318,3,过成熟
1628,18.1,3.62,496.654,2.5090674849479,3,过成熟
1629,17.6,3.58,466.041,3.09908854756497,3,过成熟
1630,17.4,3.51,526.96,2.21123160206443,3,过成熟
1631,17.4,3.55,424.352,3.48384072124026,3,过成熟
1632,17.0,3.5,457.734,4.26518174259232,3,过成熟
1633,17.9,3.56,533.497,2.18871058025131,3,过成熟
1634,17.1,3.51,498.423,4.01962392733812,3,过成熟
1635,18.0,3.6,479.886,1.57264379216005,3,过成熟
1636,17.9,3.61,553.188,3.06861812420703,3,过成熟
1637,18.2,3.6,439.659,2.67351346874382,3,过成熟
1638,18.1,3.61,449.965,2.94701757077803,3,过成熟
1639,17.6,3.53,403.277,2.27400840920678,3,过成熟
1640,15.4,3.39,443.12,4.24915132441573,3,过成熟
1641,18.3,3.58,509.884,1.13601453967915,3,过成熟
1642,19.4,3.65,460.119,1.24186912114897,3,过成熟
1643,20.1,3.69,482.809,1.66363260399734,3,过成熟
1644,19.0,3.64,411.276,2.5115975554131,3,过成熟
1645,20.3,3.73,485.886,1.34950834264126,3,过成熟
1646,18.7,3.6,474.117,1.48734957488952,3,过成熟
1647,19.4,3.66,511.345,1.37296070669401,3,过成熟
1648,19.7,3.63,456.35,2.85269612175451,3,过成熟
1649,19.6,3.68,423.583,1.13959773487825,3,过成熟
1650,19.5,3.67,448.119,1.03326462555036,3,过成熟
1651,19.0,3.7,556.88,2.43235801119981,3,过成熟
1652,19.0,3.7,556.88,2.02055393969113,3,过成熟
1653,19.0,3.7,556.88,2.34084207187809,3,过成熟
1654,19.0,3.7,556.88,1.75359894435783,3,过成熟
1655,19.0,3.7,556.88,2.68471372657129,3,过成熟
1656,19.3,3.76,410.045,1.25403092863155,3,过成熟
1657,19.1,3.68,387.278,0.734016001458076,3,过成熟
1658,18.9,3.68,450.965,0.828615315687855,3,过成熟
1659,19.3,3.7,448.812,0.81886751373181,3,过成熟
1660,19.2,3.66,391.508,1.44645900172177,3,过成熟
1661,18.7,3.62,421.891,1.59316543371701,3,过成熟
1662,18.7,3.71,392.816,1.24742027469794,3,过成熟
1663,18.7,3.59,373.741,1.60407762221857,3,过成熟
1664,19.2,3.69,456.042,0.670327667030358,3,过成熟
1665,18.5,3.62,460.657,1.81225659704673,3,过成熟
1666,19.4,3.64,446.196,1.20679972183384,3,过成熟
1667,19.1,3.64,407.046,0.830716551918733,3,过成熟
1668,18.6,3.62,454.58,1.68732870138511,3,过成熟
1669,17.4,3.55,462.734,3.1343707012051,3,过成熟
1670,18.0,3.65,501.961,1.71227244166403,3,过成熟
1671,18.0,3.61,467.579,2.01034931768418,3,过成熟
1672,17.7,3.62,411.43,2.72280035317882,3,过成熟
1673,18.2,3.59,435.274,1.77063414565161,3,过成熟
1674,18.0,3.61,300.9,2.38153696842592,3,过成熟
1675,19.1,3.55,397.816,1.11930801759263,3,过成熟
1676,20.0,3.67,344.589,1.17201803585524,3,过成熟
1677,19.5,3.62,449.042,1.12739043209035,3,过成熟
1678,19.3,3.54,464.272,0.951634892558116,3,过成熟
1679,18.1,3.65,436.813,1.49426749338915,3,过成熟
1680,19.1,3.59,405.507,1.37863924908848,3,过成熟
1681,17.7,3.77,493.885,3.02684266804851,3,过成熟
1682,18.3,3.74,554.188,2.79424356189626,3,过成熟
1683,17.5,3.77,529.498,3.26008015103394,3,过成熟
1684,17.9,3.77,485.347,2.99638721706894,3,过成熟
1685,17.7,3.78,459.426,4.15799643015743,3,过成熟
1686,18.6,3.74,592.57,2.20108626624953,3,过成熟
1687,17.7,3.76,460.195,3.34163900132112,3,过成熟
1688,17.8,3.77,582.417,3.07341175001614,3,过成熟
1689,18.4,3.78,372.971,1.74923683955691,3,过成熟
1690,18.4,3.74,509.576,1.91500371327505,3,过成熟
1691,18.9,3.83,429.198,1.22166151872888,3,过成熟
1692,18.4,3.74,394.124,2.03358353692987,3,过成熟
1693,18.2,3.73,518.729,2.63525921086587,3,过成熟
1694,18.6,3.72,568.495,2.03207244184571,3,过成熟
1695,19.0,3.72,562.341,1.38512535786081,3,过成熟
1696,18.2,3.69,484.809,2.1342304445856,3,过成熟
1697,18.4,3.71,507.961,1.79669598138891,3,过成熟
1698,17.4,3.76,557.111,3.47004408973788,3,过成熟
1699,19.2,3.83,435.12,1.35688013107153,3,过成熟
1700,17.3,3.75,445.273,3.23428377766364,3,过成熟
1701,17.6,3.75,398.2,3.54747973588014,3,过成熟
1702,18.7,3.76,450.273,1.38701720315157,3,过成熟
1703,18.4,3.77,430.89,1.5768779359685,3,过成熟
1704,18.4,3.77,428.659,1.61385809947373,3,过成熟
1705,19.4,3.73,494.5,1.46058361287504,3,过成熟
1706,19.8,3.77,515.96,1.05967322426045,3,过成熟
1707,18.7,3.74,483.809,1.48076311230698,3,过成熟
1708,17.0,3.79,499.039,3.07333971285437,3,过成熟
1709,18.8,3.74,404.123,1.7723657217284,3,过成熟
1710,19.8,3.77,455.888,1.05960708797193,3,过成熟
1711,18.7,3.74,436.043,2.34143839725841,3,过成熟
1712,21.3,3.91,634.105,2.90021739163138,3,过成熟
1713,20.3,3.88,559.495,2.19546631422642,3,过成熟
1714,20.3,3.91,602.954,2.24997761987639,3,过成熟
1715,19.2,3.83,455.734,2.07297237795638,3,过成熟
1716,18.1,3.79,396.431,3.60952660429372,3,过成熟
1717,18.4,3.82,458.042,2.59319948978698,3,过成熟
1718,20.0,3.91,486.501,1.43845360399371,3,过成熟
1719,19.6,3.74,543.958,1.29952407830093,3,过成熟
1720,17.9,3.76,392.124,3.1108484363685,3,过成熟
1721,17.9,3.78,392.354,2.71259847047113,3,过成熟
1722,18.6,3.76,444.35,3.58758849884338,3,过成熟
1723,18.3,3.81,548.573,2.83136343452209,3,过成熟
1724,18.1,3.82,489.039,3.38823973033905,3,过成熟
1725,18.4,3.81,595.493,2.99131273122188,3,过成熟
1726,17.8,3.77,443.351,3.96493069690968,3,过成熟
1727,18.9,3.71,499.5,2.46801201551,3,过成熟
1728,19.8,3.94,420.891,1.51082565068629,3,过成熟
1729,19.8,3.89,472.118,0.824533874431913,3,过成熟
1730,20.1,3.84,382.74,0.881464047105591,3,过成熟
1731,19.0,3.75,526.652,1.2310843139081,3,过成熟
1732,20.1,3.76,491.116,1.20138782175948,3,过成熟
1733,18.4,3.75,429.505,3.17333834334778,3,过成熟
1734,18.8,3.81,411.584,1.34759426864345,3,过成熟
1735,18.3,3.77,433.121,2.39816237355759,3,过成熟
1736,20.1,3.91,440.812,1.13496066229733,3,过成熟
