序号,可溶性固形物（SSC）,酸碱性（PH）,果皮硬度（N）,色差,maturity_label,maturity_name
1737,19.9,3.88,398.892,1.42054511112387,3,过成熟
1738,22.0,3.95,523.421,1.52768757961224,3,过成熟
1739,17.8,3.78,447.735,2.61890145624419,3,过成熟
1740,18.0,3.76,458.58,2.23178401289523,3,过成熟
1741,18.6,3.8,454.427,3.15702347306877,3,过成熟
1742,18.2,3.79,466.349,4.17166623950088,3,过成熟
1743,18.1,3.84,586.416,3.2918097539511,3,过成熟
1744,18.6,3.78,421.275,2.76822062565676,3,过成熟
1745,18.2,3.78,438.659,2.51858714462847,3,过成熟
1746,18.1,3.75,521.96,3.05961303604711,3,过成熟
1747,19.4,3.74,483.04,1.77935005941281,3,过成熟
1748,18.9,3.8,453.119,2.61762322371985,3,过成熟
1749,19.5,3.75,432.198,2.60676492582112,3,过成熟
1750,19.6,3.73,534.42,1.36412960862864,3,过成熟
1751,19.6,3.72,465.733,1.704000288642,3,过成熟
1752,20.0,3.81,596.416,1.77789686938928,3,过成熟
1753,20.1,3.88,485.578,1.26981733067216,3,过成熟
1754,18.5,3.75,474.348,1.91868187152335,3,过成熟
1755,20.7,3.86,557.726,1.67882479384393,3,过成熟
1756,19.4,3.76,555.419,1.39896687493159,3,过成熟
1757,19.5,3.72,500.654,1.22200367514183,3,过成熟
1758,18.7,3.82,410.199,1.89531875037045,3,过成熟
1759,19.5,3.73,428.275,1.40147064888206,3,过成熟
1760,20.1,3.78,515.653,1.04962618198403,3,过成熟
1761,19.9,3.85,379.509,1.43635119879089,3,过成熟
1762,19.0,3.84,398.123,1.2845521068875,3,过成熟
1763,19.8,3.72,552.419,1.23109225950804,3,过成熟
1764,19.2,3.75,592.954,1.32345611081872,3,过成熟
1765,20.2,3.72,606.338,1.68723421303135,3,过成熟
1766,20.2,3.77,500.346,2.07398733480535,3,过成熟
1767,17.8,3.8,415.891,2.87979541857797,3,过成熟
1768,18.1,3.76,465.118,2.58559383392667,3,过成熟
1769,19.2,3.79,543.189,1.52639994625853,3,过成熟
1770,21.0,3.83,477.425,0.630691986719133,3,过成熟
1771,19.2,3.71,436.582,1.64854599578375,3,过成熟
1772,18.3,3.8,474.502,2.57100846367898,3,过成熟
1773,20.9,3.79,529.575,2.0051846442355,3,过成熟
1774,18.6,3.86,440.582,1.57807852965598,3,过成熟
1775,19.5,3.74,464.272,1.42344230611011,3,过成熟
1776,17.9,3.75,463.503,2.74544408013108,3,过成熟
1777,20.7,3.76,438.889,1.06461960659689,3,过成熟
1778,20.2,3.76,471.041,1.04754651822233,3,过成熟
1779,20.0,3.88,393.277,1.71857600323163,3,过成熟
1780,19.5,3.71,417.583,1.2052628259418,3,过成熟
1781,20.6,3.73,427.967,1.23599633222306,3,过成熟
1782,20.8,3.89,522.729,1.21205572300714,3,过成熟
1783,21.3,3.74,474.887,1.26865412984638,3,过成熟
1784,19.1,3.83,577.186,0.940554402188414,3,过成熟
1785,18.6,3.74,496.5,2.33190700717974,3,过成熟
1786,20.4,3.71,413.353,2.10041452962975,3,过成熟
1787,20.3,3.78,466.426,1.04922948215457,3,过成熟
1788,19.8,3.78,560.342,0.95239146341054,3,过成熟
1789,19.6,3.86,448.889,0.962833899281896,3,过成熟
1790,20.3,3.86,526.19,1.05339025294349,3,过成熟
1791,22.1,3.96,619.106,1.22131888976652,3,过成熟
1792,20.6,3.79,492.193,1.32242157451295,3,过成熟
1793,19.9,3.88,537.959,1.36623487193649,3,过成熟
1794,22.0,3.94,555.727,0.899020555178908,3,过成熟
1795,21.7,3.76,460.811,0.614403468979258,3,过成熟
1796,20.1,3.8,446.889,0.781953032366081,3,过成熟
1797,21.5,3.83,520.96,0.911944359145143,3,过成熟
1798,19.8,3.76,465.426,0.760451606567547,3,过成熟
1799,19.2,3.9,443.427,1.65399805754456,3,过成熟
1800,21.4,3.78,531.882,0.845776572903144,3,过成熟
1801,20.3,3.88,479.271,1.0749048399306,3,过成熟
1802,19.3,3.81,530.498,0.912718808287312,3,过成熟
1803,19.5,3.84,469.041,1.11022971217138,3,过成熟
1804,19.5,3.9,571.495,0.984442452822342,3,过成熟
1805,19.1,3.79,429.736,1.38919771801755,3,过成熟
1806,19.4,3.83,495.577,1.57732101772126,3,过成熟
1807,18.7,3.79,467.426,1.86167503170896,3,过成熟
1808,21.9,3.9,493.347,0.765336807661689,3,过成熟
1809,21.9,3.87,502.038,0.615661944436335,3,过成熟
1810,19.9,3.76,469.964,1.77524951962696,3,过成熟
1811,19.2,3.8,575.725,1.27232344183581,3,过成熟
1812,21.0,3.8,412.661,1.38603876241476,3,过成熟
1813,21.4,3.74,500.039,1.16424787358808,3,过成熟
1814,19.9,3.78,402.969,1.22337273869407,3,过成熟
1815,19.6,3.78,491.347,1.14143334643787,3,过成熟
1816,20.8,3.89,489.347,1.14986463270945,3,过成熟
1817,21.0,3.82,581.032,0.876809377075595,3,过成熟
1818,20.6,3.78,519.729,1.42701525571809,3,过成熟
1819,20.8,3.78,543.343,1.1017933614196,3,过成熟
1820,19.9,3.74,446.735,0.966093710396513,3,过成熟
1821,20.2,3.87,459.888,1.07960525372062,3,过成熟
1822,18.9,3.75,471.425,1.33957748836495,3,过成熟
1823,19.4,3.83,620.414,0.993410665948504,3,过成熟
1824,18.3,3.72,530.728,1.78579649675097,3,过成熟
1825,19.9,3.88,519.499,0.939323673561409,3,过成熟
1826,18.2,3.69,483.655,2.15905429415316,3,过成熟
1827,18.8,3.77,401.277,0.977854949975423,3,过成熟
1828,20.9,3.77,445.504,0.870323246889066,3,过成熟
1829,20.9,3.8,512.576,1.10556525341136,3,过成熟
1830,18.1,3.7,439.812,2.63135948540779,3,过成熟
1831,19.9,3.9,473.348,1.43741518321468,3,过成熟
1832,19.6,3.8,463.734,1.22059403498192,3,过成熟
1833,19.3,3.82,486.809,2.42171270495955,3,过成熟
1834,21.0,3.83,441.581,1.81862058140221,3,过成熟
1835,19.3,3.8,508.807,1.26876427747339,3,过成熟
1836,21.1,3.84,545.343,1.27047312844759,3,过成熟
1837,18.5,3.83,493.962,1.47658662622141,3,过成熟
1838,20.7,3.81,428.582,0.62762788434682,3,过成熟
1839,20.0,3.86,450.735,0.866057918098859,3,过成熟
1840,21.3,3.8,550.496,1.26077969670441,3,过成熟
1841,18.8,3.74,425.813,1.41998002011315,3,过成熟
1842,19.8,3.81,495.885,1.52737673069348,3,过成熟
1843,21.1,3.89,611.261,0.377031191386348,3,过成熟
1844,20.1,3.8,431.582,1.71616318254073,3,过成熟
1845,19.9,3.84,491.578,0.925884907576948,3,过成熟
1846,20.2,3.8,518.729,1.50013023635606,3,过成熟
1847,20.8,3.75,544.42,1.28413751497392,3,过成熟
1848,20.7,3.77,471.271,0.82778028607835,3,过成熟
1849,20.1,3.82,453.965,1.13355431107505,3,过成熟
1850,20.9,3.83,455.119,0.88047827302574,3,过成熟
1851,20.9,3.84,437.428,1.34897441517744,3,过成熟
1852,20.0,3.76,390.278,0.962465277206147,3,过成熟
1853,19.5,3.84,607.799,1.11063966605654,3,过成熟
1854,22.5,3.74,509.422,0.596967559582027,3,过成熟
1855,21.6,3.76,513.268,0.695955767047635,3,过成熟
1856,20.8,3.81,415.583,1.24639918207298,3,过成熟
1857,23.0,3.74,414.045,1.02356186166051,3,过成熟
1858,22.3,3.85,577.494,2.23530812712842,3,过成熟
1859,22.5,3.82,506.576,0.457958879031883,3,过成熟
1860,20.7,3.81,552.188,1.50239085522858,3,过成熟
1861,19.0,3.88,523.191,2.18279081752942,3,过成熟
1862,19.8,3.88,439.505,3.43080527913573,3,过成熟
1863,19.5,3.76,440.12,1.77118800987942,3,过成熟
1864,20.7,3.9,500.962,1.40842263777312,3,过成熟
1865,19.1,3.79,505.961,1.92078322166619,3,过成熟
1866,20.4,3.83,540.728,1.38996540453528,3,过成熟
1867,19.8,3.87,438.043,1.32351695273133,3,过成熟
1868,21.4,3.86,481.425,0.85954918191151,3,过成熟
1869,19.6,3.81,484.809,1.05434342799114,3,过成熟
1870,19.9,3.83,472.656,1.15766734148225,3,过成熟
1871,22.1,3.73,488.193,0.519409766951288,3,过成熟
1872,21.1,3.9,577.033,0.474957638277804,3,过成熟
1873,21.8,3.83,539.343,0.850640329799142,3,过成熟
1874,22.5,3.78,492.885,0.297552652842822,3,过成熟
1875,20.7,3.9,463.811,0.817685043020157,3,过成熟
1876,22.0,3.79,424.198,0.639351012252022,3,过成熟
1877,19.1,3.78,364.203,1.40670322870262,3,过成熟
1878,21.6,3.91,413.353,1.13609542062312,3,过成熟
1879,20.4,3.77,561.111,0.867633601250872,3,过成熟
1880,19.4,3.76,494.116,2.27522684288851,3,过成熟
1881,17.6,3.76,391.047,3.27009016535323,3,过成熟
1882,21.2,3.79,405.2,1.16286855658206,3,过成熟
1883,21.3,3.82,485.501,0.776555960981789,3,过成熟
1884,20.9,3.97,466.272,0.724057342587645,3,过成熟
1885,20.8,3.92,466.964,1.11837341701968,3,过成熟
1886,21.7,3.77,477.425,1.11610846525267,3,过成熟
1887,21.1,3.74,442.428,0.661459109139286,3,过成熟
1888,20.9,3.87,506.961,0.500796454315285,3,过成熟
1889,19.1,3.69,530.805,1.36356083275352,3,过成熟
1890,21.7,3.78,462.657,0.686740018100487,3,过成熟
1891,14.6,3.53,652.642,10.0474122390762,2,成熟
1892,15.1,3.58,603.8,9.68727299563363,2,成熟
1893,15.7,3.57,522.883,10.271300748965,2,成熟
1894,15.3,3.55,630.182,9.84476637881443,2,成熟
1895,15.5,3.59,479.655,8.76462656503914,2,成熟
1896,16.1,3.63,518.422,5.54511303579465,3,过成熟
1897,16.5,3.57,597.723,7.9389910721509,2,成熟
1898,16.2,3.66,813.245,8.32640443015898,2,成熟
1899,14.8,3.56,563.572,10.9161816118746,2,成熟
1900,16.5,3.58,590.109,7.25083403152912,2,成熟
1901,15.9,3.57,489.27,8.93468936072134,2,成熟
1902,16.3,3.58,661.18,8.29335499112356,2,成熟
1903,16.0,3.68,478.117,6.74121148886185,3,过成熟
1904,16.3,3.63,548.035,7.7166239515869,2,成熟
1905,16.6,3.65,411.661,5.16459896012326,3,过成熟
1906,16.3,3.63,559.495,7.44320189805081,2,成熟
1907,16.2,3.63,649.335,6.42465523938287,2,成熟
1908,16.5,3.6,478.502,8.51518229810093,2,成熟
1909,17.0,3.63,507.038,5.1991809655261,3,过成熟
1910,15.8,3.65,563.803,8.59015154784392,2,成熟
1911,17.0,3.62,596.416,7.04270025051636,2,成熟
1912,17.1,3.69,505.73,5.93392134914563,3,过成熟
1913,16.7,3.69,416.199,6.0499209812891,3,过成熟
1914,16.8,3.7,482.271,5.88448093100121,3,过成熟
1915,17.2,3.6,414.122,6.6010489293183,3,过成熟
1916,17.9,3.63,450.658,4.9513883953372,3,过成熟
1917,16.0,3.62,461.195,8.54669709201577,2,成熟
1918,17.8,3.67,558.342,5.76196813338813,3,过成熟
1919,17.1,3.68,608.415,5.99702407098494,3,过成熟
1920,16.9,3.66,472.118,6.97953007318567,3,过成熟
1921,16.5,3.6,566.726,7.33038485024329,2,成熟
1922,17.8,3.68,389.124,4.34187431206115,3,过成熟
1923,16.3,3.64,561.342,7.20609834262918,2,成熟
1924,17.6,3.71,585.724,4.79029711477756,3,过成熟
1925,16.6,3.69,491.808,7.56366278298136,2,成熟
1926,16.1,3.58,537.19,7.24383063967821,2,成熟
1927,17.5,3.75,479.886,5.54556727328081,3,过成熟
1928,16.7,3.72,531.344,6.58756062907422,3,过成熟
1929,17.6,3.65,524.729,5.60867876168355,3,过成熟
1930,17.3,3.59,488.962,6.44066202403247,3,过成熟
1931,18.1,3.71,454.042,5.22484533231119,3,过成熟
1932,17.0,3.6,459.195,7.8985374718979,2,成熟
1933,18.6,3.7,586.493,6.46694917932155,3,过成熟
1934,17.0,3.6,502.346,7.67899926917501,2,成熟
1935,18.0,3.67,474.733,3.73048757852499,3,过成熟
1936,19.0,3.7,538.42,3.89304216267809,3,过成熟
1937,17.8,3.62,581.725,8.23109824850155,2,成熟
1938,17.9,3.69,475.425,6.20099791396259,3,过成熟
1939,17.5,3.7,564.957,6.90307548333244,3,过成熟
1940,18.4,3.63,410.353,3.92683741170904,3,过成熟
1941,18.4,3.66,484.117,3.05970359406798,3,过成熟
1942,17.8,3.62,504.346,4.87553756068305,3,过成熟
1943,18.1,3.76,545.497,3.27986795131212,3,过成熟
1944,18.3,3.69,587.724,4.10976474586427,3,过成熟
1945,17.0,3.62,510.499,7.95496450203892,2,成熟
1946,18.8,3.73,547.189,3.60123604310298,3,过成熟
1947,17.1,3.74,397.969,4.78974728975512,3,过成熟
1948,17.7,3.61,508.576,5.4060728367694,3,过成熟
1949,18.2,3.73,552.342,4.58070599841832,3,过成熟
1950,17.3,3.66,558.188,6.3108766000716,3,过成熟
1951,20.7,3.83,462.195,0.809020112066846,3,过成熟
1952,19.2,3.71,530.036,2.37875820492316,3,过成熟
1953,20.1,3.69,555.111,1.65843469650253,3,过成熟
1954,21.0,3.88,486.117,0.684141452684578,3,过成熟
1955,16.4,3.68,388.97,3.66612007941674,3,过成熟
1956,17.0,3.68,438.351,6.1190778926489,3,过成熟
1957,20.5,3.76,449.658,1.53899251011249,3,过成熟
1958,21.0,3.7,480.194,0.912796779249761,3,过成熟
1959,20.7,3.82,468.656,0.708150095599993,3,过成熟
1960,20.4,3.85,599.415,0.904234566694118,3,过成熟
1961,18.8,3.81,455.965,1.32463987214376,3,过成熟
1962,18.7,3.84,440.658,1.48789713024368,3,过成熟
1963,19.2,3.84,451.273,1.1765097479442,3,过成熟
1964,21.1,3.89,496.193,0.963555648926956,3,过成熟
1965,20.7,3.91,510.038,1.06534944708955,3,过成熟
1966,20.3,3.69,518.96,1.47873420663054,3,过成熟
1967,18.6,3.65,523.575,3.24521148032265,3,过成熟
1968,20.8,3.75,529.652,1.1586014777589,3,过成熟
1969,22.0,3.86,524.806,0.716151671113395,3,过成熟
1970,22.1,3.83,523.575,0.868284571070043,3,过成熟
1971,21.7,3.81,502.884,0.826344302047178,3,过成熟
1972,21.5,3.84,498.885,0.907761546019504,3,过成熟
1973,20.1,3.85,431.275,1.43023754040549,3,过成熟
1974,20.0,3.86,463.734,1.58051544134055,3,过成熟
1975,19.5,3.85,400.738,1.70842427591786,3,过成熟
1976,19.6,3.86,462.58,2.37601579414259,3,过成熟
1977,19.9,3.87,411.122,2.15447635486288,3,过成熟
1978,20.2,3.76,493.654,1.38814794737473,3,过成熟
1979,21.2,3.81,496.116,2.08745167998221,3,过成熟
1980,21.1,3.83,490.27,1.37668023632288,3,过成熟
1981,22.0,3.79,396.893,0.486118882006335,3,过成熟
1982,19.1,3.69,465.349,1.78464739941969,3,过成熟
1983,21.3,3.89,512.115,1.40287933265673,3,过成熟
1984,21.1,3.87,420.66,1.08930873930946,3,过成熟
1985,20.1,3.84,388.432,1.05498408532623,3,过成熟
1986,18.6,3.63,533.19,1.97222281770829,3,过成熟
1987,21.0,3.79,534.805,1.0272815852709,3,过成熟
1988,21.3,3.84,540.651,0.686385413745468,3,过成熟
1989,22.7,3.92,510.038,1.5934948516318,3,过成熟
1990,21.2,3.84,543.112,1.48509232352884,3,过成熟
1991,20.5,3.72,525.421,1.66789171800758,3,过成熟
1992,21.0,3.78,520.575,1.15352412954653,3,过成熟
1993,20.7,3.81,638.182,1.20919313650317,3,过成熟
1994,19.8,3.63,548.419,1.82839293570306,3,过成熟
1995,20.0,3.67,498.116,2.04883755325333,3,过成熟
1996,21.7,3.9,610.184,1.02865876854232,3,过成熟
1997,20.4,3.77,545.65,1.12000779072174,3,过成熟
1998,21.8,3.9,530.19,0.768939764304548,3,过成熟
1999,19.9,3.92,488.886,1.45514174673516,3,过成熟
2000,19.7,3.75,479.04,1.7295861035784,3,过成熟
2001,21.2,3.82,476.579,1.45630612927745,3,过成熟
2002,22.4,3.92,460.811,0.982045883813581,3,过成熟
2003,20.5,3.79,450.119,1.24214660167932,3,过成熟
2004,20.3,3.73,490.039,1.53765860435391,3,过成熟
2005,22.6,3.76,476.733,1.2926718896158,3,过成熟
2006,19.6,3.84,531.267,1.23535298113105,3,过成熟
2007,19.0,3.65,498.116,1.73956559012243,3,过成熟
2008,19.8,3.75,494.962,1.85909228516442,3,过成熟
2009,20.4,3.74,589.955,1.5252772046467,3,过成熟
2010,20.2,3.68,538.574,1.74635760861032,3,过成熟
2011,20.9,3.79,523.191,0.928451951055095,3,过成熟
2012,20.4,3.78,391.662,0.947768459422667,3,过成熟
2013,18.9,3.82,425.813,1.08191614288676,3,过成熟
2014,20.2,3.8,493.347,1.31686797144721,3,过成熟
2015,20.1,3.83,491.655,1.06821622704395,3,过成熟
2016,20.3,3.82,466.426,1.0997298741628,3,过成熟
2017,21.4,3.77,410.199,1.07122508746506,3,过成熟
2018,21.3,3.91,413.891,1.30009850293519,3,过成熟
2019,21.0,3.92,513.345,1.33966124435263,3,过成熟
2020,19.1,3.85,442.043,1.68600421669839,3,过成熟
2021,21.8,3.9,421.506,1.24703834336753,3,过成熟
2022,21.8,3.91,498.116,1.96916928630312,3,过成熟
2023,21.5,3.89,442.658,1.27747206209132,3,过成熟
2024,19.9,3.87,512.499,1.56745655573999,3,过成熟
2025,19.7,3.9,454.196,1.74262131723551,3,过成熟
2026,21.4,3.7,419.045,1.2097690818718,3,过成熟
2027,19.7,3.87,393.354,2.24134150836445,3,过成熟
2028,21.7,3.87,461.503,2.17160637926291,3,过成熟
2029,21.2,3.79,410.045,1.86909210980471,3,过成熟
2030,21.4,3.85,501.808,1.62560850922263,3,过成熟
2031,21.1,3.93,506.346,1.62146763633379,3,过成熟
2032,20.6,3.89,512.038,2.19457917010613,3,过成熟
2033,20.2,3.87,442.735,2.20818054292971,3,过成熟
2034,19.2,3.83,437.428,2.70468154227608,3,过成熟
2035,21.0,3.84,489.039,1.23516682622069,3,过成熟
2036,21.6,3.84,476.656,1.78995618815099,3,过成熟
2037,20.3,3.74,466.964,1.60984952509144,3,过成熟
2038,21.7,3.8,432.736,1.83883288577796,3,过成熟
2039,21.7,3.89,567.726,0.724129013846251,3,过成熟
2040,21.3,3.79,456.888,0.882130128229973,3,过成熟
2041,21.6,3.84,520.96,0.955630528882179,3,过成熟
2042,20.6,3.74,526.652,1.06304095367822,3,过成熟
2043,20.9,3.77,502.115,0.590812338827,3,过成熟
2044,19.8,3.85,449.273,1.01971746156841,3,过成熟
2045,21.1,3.88,465.118,0.635089157288073,3,过成熟
2046,21.8,3.9,508.73,0.808458231019239,3,过成熟
2047,20.3,3.73,543.266,1.03567515070395,3,过成熟
2048,21.5,3.87,501.961,0.660653623088373,3,过成熟
2049,21.7,3.79,472.041,1.15111789640288,3,过成熟
2050,20.7,3.81,469.349,0.737732932050896,3,过成熟
2051,20.8,3.89,433.967,1.20190514784785,3,过成熟
2052,19.8,3.83,477.425,1.2833080147561,3,过成熟
2053,20.2,3.88,496.423,1.07847113712397,3,过成熟
2054,20.7,3.91,428.582,1.70212320169001,3,过成熟
2055,20.4,3.85,407.661,1.15935535867775,3,过成熟
2056,20.7,3.86,481.501,1.07187462243342,3,过成熟
2057,20.7,3.82,395.662,0.936103146759431,3,过成熟
2058,21.4,3.75,443.735,0.860966958466596,3,过成熟
2059,22.1,3.87,495.347,1.05035634747557,3,过成熟
2060,20.6,3.82,379.509,1.4326160531508,3,过成熟
2061,20.7,3.82,477.809,0.503278809094293,3,过成熟
2062,20.9,3.72,508.653,1.52375166417956,3,过成熟
2063,19.8,3.66,533.036,1.59785332951015,3,过成熟
2064,20.8,3.8,469.579,1.08119456704414,3,过成熟
2065,22.0,3.79,436.428,1.65947312309839,3,过成熟
2066,21.2,3.73,449.735,1.11724523837161,3,过成熟
2067,20.2,3.87,406.353,1.71046137018325,3,过成熟
2068,22.0,3.86,437.889,1.2126354205603,3,过成熟
2069,21.4,3.7,550.189,1.60845824774859,3,过成熟
2070,20.2,3.66,477.348,1.27157686249523,3,过成熟
2071,21.3,3.86,381.74,1.85351774356879,3,过成熟
2072,20.7,3.66,562.649,2.16179423237673,3,过成熟
2073,20.0,3.91,465.118,1.25278207645985,3,过成熟
2074,21.0,3.77,393.893,1.30012321867304,3,过成熟
2075,21.0,3.88,509.192,1.15258881793768,3,过成熟
2076,20.4,3.89,475.348,0.787916680239528,3,过成熟
2077,20.0,3.85,447.273,1.51637222160525,3,过成熟
2078,20.5,3.8,451.504,2.08067458421826,3,过成熟
2079,20.4,3.86,517.422,1.52749049337446,3,过成熟
2080,19.9,3.86,416.122,1.55587930185996,3,过成熟
2081,20.3,3.79,538.036,0.759212452081775,3,过成熟
2082,20.5,3.67,533.574,1.17802129446152,3,过成熟
2083,20.8,3.71,389.585,1.13811353141084,3,过成熟
2084,19.5,3.69,493.116,1.58746613011041,3,过成熟
2085,21.6,3.84,482.732,0.482144423282995,3,过成熟
2086,21.1,3.71,454.042,0.576596093405991,3,过成熟
2087,20.2,3.69,501.115,0.892333263176327,3,过成熟
2088,20.9,3.71,517.806,1.44953832109013,3,过成熟
2089,20.6,3.79,483.271,1.08054862755778,3,过成熟
2090,21.3,3.83,489.193,0.588655588913552,3,过成熟
2091,19.6,3.83,460.58,1.75317082927484,3,过成熟
2092,21.7,3.82,520.883,0.705294394165537,3,过成熟
2093,19.9,3.84,410.199,1.2408762371324,3,过成熟
2094,21.3,3.69,554.342,0.690858369987136,3,过成熟
2095,21.2,3.88,417.199,1.09354698038871,3,过成熟
2096,21.8,3.85,436.89,0.889754931784558,3,过成熟
2097,21.7,3.81,500.577,1.05875693212941,3,过成熟
2098,20.6,3.69,519.806,1.34736961594383,3,过成熟
2099,21.3,3.75,453.888,0.755516563349696,3,过成熟
2100,22.3,3.72,490.27,1.32317866479069,3,过成熟
2101,21.9,3.83,569.11,2.03911914922765,3,过成熟
2102,20.6,3.71,532.728,3.08069386499565,3,过成熟
2103,22.3,3.74,518.883,2.15873680573665,3,过成熟
2104,21.3,3.72,405.046,2.14322462986217,3,过成熟
2105,19.8,3.73,416.122,1.85355402491885,3,过成熟
2106,18.5,3.78,440.812,2.45909473546657,3,过成熟
2107,20.9,3.75,445.12,2.55955377260528,3,过成熟
2108,20.0,3.73,557.111,2.08001582987812,3,过成熟
2109,20.4,3.74,503.423,2.60491385011948,3,过成熟
2110,17.5,3.71,354.204,2.5258206831972,3,过成熟
2111,21.0,3.88,458.119,0.453633464624697,3,过成熟
2112,19.9,3.81,526.037,2.51487544906583,3,过成熟
2113,22.0,3.8,476.425,2.46328902653011,3,过成熟
2114,20.7,3.7,468.964,1.91804589165779,3,过成熟
2115,20.9,3.89,443.197,0.841244925558464,3,过成熟
2116,21.3,3.84,515.73,0.690771334344631,3,过成熟
2117,22.1,3.88,438.659,0.964131169612759,3,过成熟
2118,21.8,3.82,474.964,0.449605114413966,3,过成熟
2119,21.5,3.81,406.584,0.665053746115329,3,过成熟
2120,19.8,3.82,480.348,1.59529922651074,3,过成熟
2121,19.8,3.75,458.734,1.0086153626853,3,过成熟
2122,22.0,3.78,498.808,1.00811459556523,3,过成熟
2123,21.6,3.83,433.351,0.408681887950573,3,过成熟
2124,21.2,3.64,517.883,0.739055733795373,3,过成熟
2125,20.4,3.7,462.734,1.350142227285,3,过成熟
2126,19.9,3.66,550.881,1.52786311028351,3,过成熟
2127,18.0,3.69,416.506,1.58020307960122,3,过成熟
2128,22.4,3.71,507.73,0.75186287419711,3,过成熟
2129,21.1,3.75,509.269,1.25591302550307,3,过成熟
2130,21.5,3.83,410.738,0.849689919324753,3,过成熟
2131,18.4,3.83,349.896,3.25414953453203,3,过成熟
2132,18.1,3.72,285.44,2.5658272845429,3,过成熟
2133,17.1,3.79,305.13,3.6704698342545,3,过成熟
2134,17.3,3.69,295.516,3.39827669257612,3,过成熟
2135,17.8,3.76,325.283,3.09007148939291,3,过成熟
2136,18.0,3.75,320.514,2.33818936340985,3,过成熟
2137,18.0,3.7,377.048,3.09439834796924,3,过成熟
2138,23.7,3.75,556.88,1.87717189491573,3,过成熟
2139,17.3,3.67,401.815,3.32123120503253,3,过成熟
2140,16.6,3.62,432.659,3.68586210270403,3,过成熟
2141,18.2,3.72,407.353,2.36530365855469,3,过成熟
2142,17.5,3.63,368.664,3.43677993682695,3,过成熟
2143,17.5,3.67,382.048,2.92410345733128,3,过成熟
2144,18.9,3.78,326.59,1.73740061518413,3,过成熟
2145,18.4,3.72,311.361,2.28323535197016,3,过成熟
2146,17.3,3.59,358.665,4.03792494799991,3,过成熟
2147,17.8,3.66,382.74,5.67296630065532,3,过成熟
2148,18.2,3.75,298.516,2.10903281501454,3,过成熟
2149,19.4,3.71,418.352,2.31627853833217,3,过成熟
2150,19.8,3.81,492.27,1.60320414819545,3,过成熟
2151,18.7,3.68,360.665,1.97949324025532,3,过成熟
2152,20.2,3.81,440.351,1.25600378427928,3,过成熟
2153,18.2,3.73,299.208,2.28912588055658,3,过成熟
2154,21.2,3.65,566.803,1.08777907224225,3,过成熟
2155,20.0,3.7,516.191,1.17928198975405,3,过成熟
2156,22.0,3.77,476.656,0.954456668179859,3,过成熟
2157,18.5,3.7,392.201,1.80006422377838,3,过成熟
2158,18.8,3.69,382.509,1.61829582857349,3,过成熟
2159,22.8,3.81,467.656,0.510258973591349,3,过成熟
2160,23.5,3.8,432.351,0.482371753918423,3,过成熟
